majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목
10142,교양공학부,"주변에서 흔히 볼 수 있는 자동차, 각종 제품, 건물에 적용된 새로운 공학기술에 대한 관심과 공한분야 전반에 대해 흥미를 가지고 좋아하는 사람에게 유리합니다. 공학분야는 수학, 과학, 화학, 물리 등의 과목을 잘하거나, 실험과 실습, 새로운 기술을 개발하는 등 이를 위한 창의력이나 논리적인 사고능력이 필요합니다.",교양공학부는 공학계열 내의 다양한 전공학과에 대한 전문과정의 기초를 닦는 것을 목적으로 하기 때문에 저학년일때는 전반적인 공학 분야에 공통된 기초 과목을 수강하다가 학년이 올라갈수록 특정 공학 전공을 선택할 수 있는 과정으로 구성된 학부입니다.,"수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 세계사, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
10143,교양사회과학부,"사회 현상에 대한 깊은 관심과 비판적 사고 능력, 그리고 건전한 윤리 의식이 필요합니다.","교양사회과학부는 사회구조와 문화 그리고 그것의 역사적 전개와 변동을 이해함으로써 인간의 사회적 행위를 설명하려는 총체적 기초 학문적 성격을 지닌 경험과학으로 사회현상을 과학적으로 설명하고자 하는 학문적 목표를 갖고 있습니다. 또한 교양사회학부는 사회의 여러 분야에서 정책을 구상하고 평가하는 것뿐만 아니라 더 나은 사회를 만드는 데 유용한 지식들을 제공하는 학과로 기초전공 이외에 학문지향적 교육과정과 취업지향적 교육과정을 구분하여 편성하고 있습니다. 학문지향적 교육과정은 직업으로서 학문을 하려는 학생들에게 사회학을 좀 더 넓고 깊이 이해시키기 위하여 구성되었고, 취업지향적 교육과정은 사회학 과목 중 응용과학적 특성이 강한 현장 중심적 과목들로 구성되어 있습니다.","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화,  생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구
10144,교양생활과학부,"사람들의 실생활과 밀접한 연관을 지닌 의식주를 다루는 학과이기 때문에 기본적으로 사람들에 대한 관심을 지녀야 하며, 자신이 어느 분야에 흥미를 지니고 있는지 살펴볼 필요가 있습니다. 고학년에 진학하였을 때 식품영양, 의류, 아동가족학 등의 세부 전공을 선택해야 하고 실기와 연관된 부분이 많기 때문에 손재주를 갖추면 도움이 될 수 있습니다.  ","아동ㆍ가족, 가족자원관리ㆍ소비자, 식품ㆍ영양ㆍ단체급식, 패션디자인ㆍ패션비즈니스ㆍ의류과학에 관련된 기초이론과 전문지식을 교육함으로써 각 영역에서 필요로 하는 전문인 양성을 목표로 합니다. ","과학, 생활ㆍ교양, 사회","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ<br>생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용 경제<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법","생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
10145,교양인문학부,문제를 해결하는데 있어 다양한 분야를 접목하는 것에 흥미를 느낀다면 즐겁게 전공 공부를 할 수 있습니다. 자신의 생각과 의견을 정확하고 효율적으로 전달하는 의사소통 능력과 통찰력을 갖추었다면 유리합니다. ,"모든 분야에서 융합이 중요하게 여겨지고 있는 사회 분위기에 따라 교양인문학부는 학문의 기본인 교양 교육을 통해 문예적 상상력, 서계사적 안목을 함양하도록 합니다. 학생들이 시대의 요구에 능동적으로 대처하며 종합적인 사고 및 판단능력을 갖추어 인문ㆍ사회ㆍ과학 간의 융합을 이끌어 갈 수 있도록 동력을 제공합니다.","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 시미학, 교육학, 실용 경제","실용 수학, 실용 영어, 영어권 문화, 진로 영어, 사회문제 탐구, 창의경영, 지식 재산 일반"
10146,교양자연과학부,과학적 기본원리를 이해하고 창의력과 문제해결능력을 지닌 학생으로서 자연과학에 대해 관심과 소양을 지니고 있지만 뚜렷한 분야를 아직 정하지 못한 학생이라면 관심가질 수 있습니다. ,"대학에 입학할 때 전공을 확정하기보다는 1학년 과정에 주로 인문과학, 사회과학, 자연과학 및 예체능의 각 계열에 속하는 과목을 균형 있게 편성한 일반 교양과목과 일부 전공기초 과목을 수강하고, 상위 학년으로 진급함에 따라 점차 개인의 흥미 혹은 적성을 고려한 전공 영역 과목을 수강함으로써 대학 3, 4학년 때 본인의 최종적인 전공을 확정하는 ‘학부제’를 적용하는 방식입니다.","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","여행지리, 사회문제 탐구"
57,교육공학과,"교육공학은 각종 교육 프로그램을 개발하여 교육 현장의 문제를 해결하는 실천적인 학문이며, 교육을 통해 사람을 변화시키는 것을 목적으로 합니다. 따라서 다양한 교육 문제에 대한 관심이 필요하며, 인간을 존중하는 태도를 갖는 것이 중요합니다. 첨단 기술에 대한 학습을 위해 수학적 재능, 논리적 사고력, 과학적 응용력을 갖춘 학생에게 유리합니다. ","교육공학과는 효율적인 교육을 위해 교육에 첨단 기술을 도입하며, 심리학, 경영학, 커뮤니케이션 이론 등 다양한 이론을 연구합니다. 또한 교육 방법의 첨단화ㆍ정보화를 통한 혁신적인 교육을 추구합니다. 교육공학과에서는 교육학 이론을 학습함과 동시에 첨단 기자재를 통한 연구와 실습을 통해 새로운 지식과 기술을 습득합니다. ","국어, 영어, 기술ㆍ가정 ","교양교과 : 심리학, 교육학",공학 일반
59,교육학과,"교육은 가르치고 배우는 과정을 통해 인간의 성장ㆍ발달을 돕는 활동입니다. 따라서 사람에 대한 이해와 애정, 타인의 가치와 잠재력을 존중하는 자세가 중요합니다. 평소 교육 정책을 비롯한 교육 문제와 청소년 문제에 대한 관심이 필요합니다. 또, 원활한 교육 활동을 위한 정확한 언어 구사 능력 및 정직성과 리더십을 갖춘 학생에게 적합한 분야입니다. ","교육학과는 학교 현장에서 학생들을 교육하는 데 필요한 수업 방식 및 각종 교육 이론과 정책을 분석합니다. 또, 인간과 사회에 대한 종합적인 이해를 통해 교육 현상을 연구합니다. 따라서 심리학, 철학, 사회학 등 다양한 학문에 대한 폭넓은 학습이 필요합니다. 교육학은 기업 교육, 상담 교육, 영재 교육,사이버 교육 등 사회의 여러 분야에 적용됩니다. ","국어, 영어, 사회, 윤리","사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","사회문제 탐구, 고전과 윤리"
61,교통공학과,"교통수단(자동차, 지하철, 기차, 비행기)에 대한 관심과 교통 시스템 체계 등에 대한 호기심과 관심이 있는 사람에게 좋습니다. 평소 우리 사회의 사물이나 상황을 거시적으로 볼 줄 알고, 다양한 문제를 논리적으로 생각하고 판단하고 해결할 수 있는 능력이 있으면 좋습니다.","교통공학과는 교통 문제의 근본적인 원인을 파악하고 문제 해결을 위한 여러 방법과 체계를  배우는 학과입니다. 최근에는 자율주행차, 초고속 인터넷, 빅데이터 및 인공지능을 활용한 교통 인프라 구축, 지능형 교통 체계 마련, 미래 교통과 관련된 다양한 연구 등 4차 산업 핵심 기술과 접목되고 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
10038,국방기술학과,"전기나 전자분야, 기계장치들을 전자적으로 조종하는 것을 좋아하는 사람에게 유리합니다.  
새로운 전술이나 무기를 개발하기 위해 여러 분야의 기술을 융합하여 창의적으로 생각하는 능력이 필요힙니다. ","국방기술학과는 무기체계의 연구개발, 생산, 운용, 유지와 정비에 기여할 실무형 기술 인재 양성을 교육목표로 하고 있습니다. 최근에는 4차산업 관련 기술을 국방기술 분야에 빠르게 적용하고 있습니다. 해안경계용 수직이착륙 드론, 원거리 정찰용 소형무인기, 무인무기체계 기술개발, VR활용 군사훈련 등 다양한 기술개발이 이뤄지고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
67,국악학과,"우리 전통 예술을 좋아하며 음악적 감수성이 풍부한 사람에게 적합합니다. 더불어 자신의 전공 악기를 선택해서 충분한 기초 교육을 받고 자신의 전공 분야에 대한 실기 능력을 탄탄히 쌓아야 합니다. 또, 피아노 등 고정 음고 악기를 통한 시창이나 청음 훈련도 중요합니다.","국악학과의 주요 분야는 가야금, 해금, 대금, 피리 등을 연주하는 연주 분야, 가곡과 판소리의 창법을 배우는 성악 분야, 동서양의 음악 이론을 토대로 새로운 국악을 창조하는 국악 작곡 분야가 있습니다. 현재 국악 분야는 전통도 되찾아야 하고 다양한 변신을 통해 세계 속으로 나아가야 합니다. 이렇듯 개척할 일도 많은 만큼 국악의 발전 잠재력은 무궁무진합니다.","음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평"
68,국어교육과,"중ㆍ고등학교에서 배우는 국어 관련 여러 과목을 즐겨 공부했거나, 책 읽는 것을 좋아하고 우리 문화와 예술에 관심과 흥미가 있다면 이 학과의 문을 두드려 볼 만합니다. 국어학에 대해 배우므로 언어적 구조를 공부할 수 있는 기본적인 언어 감각과 논리적 사고력, 분석력을 갖추면 도움이 됩니다. 또, 문학 작품을 비평적으로 읽고 분석하는 능력도 필요합니다. 사람을 가르치는 일을 하므로 상대방에 대한 배려와 공감, 이해 능력이 높으면 도움이 됩니다. ","최근 세계 각국에 ‘한류’ 열풍이 일면서 한국 문화를 선도적으로 알리는 국어교육과의 역할이 중요해지고 있습니다. 또한 ‘스토리텔링’과 ‘문화 콘텐츠’의 열풍에서 알 수 있듯이, 창의적 글쓰기가 중요한 시대에 살고 있어 이와 같은 시대에 중요한 역할을 할 수 있을 것입니다. ","국어, 사회, 윤리","국어교과 : 화법과 작문, 독서, 언어와 매체, 문학<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리"
69,국어국문학과,"중ㆍ고등학교에서 배우는 국어 관련 여러 과목을 즐겨 공부했거나, 책 읽는 것을 좋아하고 우리 문화와 예술에 관심과 흥미가 있다면, 이 학과의 문을 두드려 볼 만합니다. 국어국문학과에서는 국어학에 대해 배우기 때문에 언어적 구조를 공부할 수 있는 기본적인 언어 감각과 논리적 사고력, 분석력을 갖추면 도움이 됩니다. 국문학 분야에서는 문학 작품을 비평적으로 읽고 분석하는 능력도 필요합니다.","최근 세계 각국에 ‘한류’ 열풍이 불면서 한국 문화를 선도적으로 알리는 국어국문학과의 역할이 중요해지고 있습니다. ‘스토리텔링’과 ‘문화콘텐츠’의 열풍에서 알 수 있듯이, 우리는 창의적 글쓰기가 중요한 시대에 살고 있습니다. 국어국문학과를 졸업하면 이와 같은 시대에 중요한 역할을 할 수 있을 것입니다. ","국어, 사회, 한문, 예술","국어교과 : 화법과 작문, 문학, 언어와 매체, 독서<br>사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 세계사<br>예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 한문Ⅰ, 심리학, 종교학","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평"
10007,국제관계학과,"국제관계학을 전공하기 위해서는 국제 관계나 외교 등 국제 문제에 대한 관심이 중요합니다. 평소 뉴스나 신문을 통해 국제적인 사건들을 유심히 살펴보는 학생에게 적합합니다. 또, 개방적인 사고와 도전정신이 필요합니다. 국제관계학과에서는 각종 국제문제에 대한 정보를 수집ㆍ분석합니다. 따라서 외국어와 정보통신 능력을 갖춘 학생에게 유리합니다. ","국가 간 협력이 필요한 사안이 늘어나면서 국제 교류의 중요성이 커지고 있습니다. 국제관계학은 국제 문제에 대한 이해와 분석을 위해 세계의 여러 언어, 문화, 정치, 경제 등을 연구합니다. 따라서 정치학, 역사학, 사회학 등 다양한 학문에 대한 종합적인 학습이 필요합니다. 또, 국제문제의 안목과 감각을 습득하기 위한 현지 탐방 등의 교육과 실습이 제공됩니다. ","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어I, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어I 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목"
