profession,summary,similarJob,salery,jobdicSeq,equalemployment,totalCount,aptd_type_code,prospect,job_ctg_code,job_code,job,possibility
환경관련 전문직,"- 토양환경기술자는 지역의 토양오염상태를 측정하고, 연구와 실험분석을 통해 토양오염물질이 환경에 미치는 영향을 최소화하고 환경보존에 필요한 공학적 기술들을 연구하고 개발한다. 
- 지역의 토양오염상태를 측정하고, 연구와 실험분석을 통해 토양오염개선 및 방지에 대한 대책을 연구한다.  
- 오염된 토양을 정화하고 복원시키기 위해 다양한 실험과 분석을 실시한다. 
- 토양오염의 감소 또는 방지를 위한 오염방지시설을 설계하고 시공에 관여한다.","토양오염기술자, 토양복원기술자,토양오염기술자,토양복원기술자",4천만원 ↑,997,보통미만,454,104758,,104098,100001,토양환경기술자,매우좋음
이학 전문직,"- 통계학연구원은 자연현상, 사회현상, 경제현상 등에서 얻어진 자료를 과학적인 방법으로 분석추론하여 최적의 의사결정 및 미래를 예측하는데 도움이 될 수 있는 정보로 가공한다.
- 통계학의 수학적 기초에 대한 연구를 수행하고, 통계학적 방법론을 개발하며, 통계방법론의 실무적 적용에 관해 조언한다.  
- 실제적 현상에 적용하는 통계학적 이론과 방법을 연구하고 그에 대한 통계적 결과를 해석한다. 
- 생물학, 공학, 농학, 의학, 정치학, 사회학, 경제학 등 여러 집단 현상을 관찰하고 연구한 다음, 그 결과를 수량적으로 요약정리하여 집단 현상에 대한 합리적 의사결정을 내릴 수 있도록 돕는다.","통계학자,분석통계학자,사회통계학자,인구통계학자,자연과학통계학자,수리통계학자",4천만원 ↑,36,매우좋음,454,104760,,103786,100001,통계학연구원,매우좋음
공학 전문직,"- 통신공학 기술자 및 연구원은 물리학, 수학 및 컴퓨터의 구조와 원리에 대한 전문 지식을 바탕으로 통신 장비의 설계, 생산 업무를 관리감독한다.
- 종합적인 통신망 체계를 구축하기 위해 망을 기획,연구하고 설계하며, 세부적인 시설에 대한 계획을 수립한다. 
- 전화기, 교환기, 전송기, 단말기, 송수신기 등 각종 통신장비를 연구,개발, 설계하고, 이들의 설치, 유지, 보수 활동을 계획, 감독한다. 
- 단파방송 서비스 현황 및 수신상태를 분석하고 주파수를 선별하며 송출시스템 송신장비 운용사항을 검토하고, 방송시설을 설계한다. 
- 무선통신에 관한 공학기초지식을 바탕으로 이동전화, PCS, 레이다설비, 방향탐지기, 팩시밀리, 공동시청안테나, 무선LAN 등의 각종 무선설비 설계 및 설치공사를 감독, 시공하는 기술적인 업무를 수행한다. 
- 위성통신 연구설계, 제작 및 관련 기간산업시설, 각종 생활편리성 등을 연구 개발한다.","광통신연구원,선로설비설계원,통신기기개발자,이동통신기술연구원,영상통신연구원,디지털교환설비 연구원,휴대전화회로 개발원,무선전화기 개발원,모뎀개발 설계기술자,디지털수신기 개발원,인공위성TV수신기 개발？설계 기술자,인터폰 및 전화기 개발자",3천만원 ↑,138,보통미만,454,"104729,104729",,104075,100015,통신공학 기술자 및 연구원,매우좋음
공학 전문직,"- 통신망설계운영기술자는 통신망의 병목현상해소, 통화완료율향상, 기존망 효율극대화 등을 위해 연구개발 한다.
- 통신망설계운영기술자는 통신망품질향상, 상호접속신뢰도소통향상을 위하여 설계하며 차세대 교환기술 및 지능망서비스에 관하여 계획한다.
- 통신망설계운영기술자는 안정적 운용을 위하여 기술적 방향을 수립하고 통신망을기획,설계하고구축한다.
- 통신망설계운영의 안정적 운영과 통신품질 향상을 위하여 통신망 운영 중장기 전략을 수립하고 통신망 품질관리와 통신망 장애에 대한 복구대책을 수립한다.","광통신연구원,정보통신망연구원,선로설비설계원,통신기기개발자,이동통신기술연구원,영상통신연구원,디지털교환설비연구원",3천만원 ↑,465,보통미만,454,"104729,104729",,104075,100015,통신망설계운영기술자,매우좋음
기능직,"- 통신설비설치 및 수리원은 유선전화, 휴대폰, 무선통신기, 무선전화 등의 각종 유선이나 무선통신장비를 설치하고 수리하는 일을 담당한다. 
- 유선전화, 휴대폰, 무선전화, 무선통신기 등의 송신과 수신을 이어주기 위한 설계도에 따라 통신장비 설치 위치를 확인하고, 통신장비를 설비한다. 
- 설비한 통신장비가 잘 작동하는지 확인하며, 이상이나 고장이 발생하면 이를 수리한다.","유선통신장비설치 및 수리원,무선통신장비설치 및 수리원",3천만원 ↑,1148,보통미만,454,104722,,104072,100004,통신설비설치 및 수리원,좋음
공학 전문직,"- 통신엔지니어는 초고속 인터넷 시스템 및 기타 전송 방식에 사용되는 통신의 전자회로, 제품, 관련 기술 등을 연구하고 개발하는 일을 담당한다.
- 시장조사, 세계 통신업계의 기술변화 등을 분석하여 새로운 기능과 성능을 갖춘 통신 제품, 기술 등을 연구하고 개발한다.  
- 새롭게 개발된 통신 제품, 기술 등의 성능과 기능, 그리고 개발된 제품과 기술이 상품화되어 고객에게 서비스될 수 있는지에 대해 평가하고 검증한다. 
- 통신 관련 제품이나 부품 등을 정기적으로 점검하고, 이상이 발견되면 문제의 원인을 분석하여 수리한다.",광통신연구원,4천만원 ↑,429,보통미만,454,"104729,104729",,104075,100015,통신엔지니어,매우좋음
공학 기술직,"- 통신장비기사는 무선중계기시스템, 유선통신장비, 무선통신장비, 위성통신장비 등 의 장비를 유지하고 관리하며 운용한다. 
- 설치접수증을 확인하여 설치할 장소와 통신장비의 종류를 확인한다. 
- 설계도면을 검토하여 통신선로를 분리하고 수동공구, 전기인두 등을 사용하여 전화기, 팩시밀리 등에 연결한다. 
- 설치가 완료되면 선로시험원에게 연락하여 선로의 장애유무를 확인한다. 
- 각종 측정장비를 사용하여 구내의 통신선로를 점검하기도 하며 파손된 장비를 수리하기도 한다.","통신장비설비원,유선통신장비 설치 및 수리원,무선통신장비 설치 및 수리원,전화 설치 및 수리원,통신위성장비 설치 및 수리원,레이더 설치 및 수리원,네트워크 장비 설치 및 수리원",3천만원 ↑,140,보통미만,454,"104728,104728",,104070,100004,통신장비기사,보통미만
,"- 통신케이블설치 및 수리원은 통신망의 기초가 되는 통신선로를 전선·다리·선로 등을 건너질러 시설하고, 정기적으로 유지하고 보수하는 일을 담당한다. 
- 설계도나 도면도에 따라 전화선이나 케이블선을 몇 가닥씩으로 묶어 연결한다. 
- 모든 선을 연결한 후에 물이나 기타 이물질이 선에 묻어 합선되는 등의 문제점을 막기 위해 열수축관으로 통신선을 둘러싼다. 
- 설치된 통신케이블을 정기적으로 점검하고 이상이 발견되면 수리한다.","통신선접속원,통신케이블설치원,인터넷통신선설치원,케이블방송선로설치원,인터넷통신선수리원,케이블방송선로수리원,인터넷설치원",3천만원 ↑,139,보통미만,454,,,104073,100004,통신케이블설치 및 수리원,보통이상
언어 관련 전문직,"- 통역가는 외국인의 대화나 발표를 우리말로 전달하거나, 우리말을 외국어로 전달한다. 
- 통역방법에는 동시통역, 순차통역, 수행통역, 위스퍼링통역 등이 있으며 상황에 따라 통역방법을 혼용해서 쓰기도 한다.
- 동시통역은 각종 국제회의나 세미나 등에서 사람들에게 연사의 말을 해당 국가의 언어로 실시간 통역하는 것이며, 순차 통역이란 발표자가 연설을 하면 통역가는 연설 내용을 기록한 후 옆에서 바로 발표자의 말을 이어서 통역을 하는 것이다. 수행 통역은 통역이 필요한 사람을 동반하면서 통역하는 것으로 사람을 따라다니면서 그 사람의 의사소통을 돕는 것이며, 위스퍼링(whispering) 통역은 속삭이듯 귓속말로 통역하는 것이다. 그 밖에도 원격 화상 회의 통역, 릴레이 통역 등의 방법이 있다.","순차통역사,관광통역사,비지니스통역사,동시통역사",3천만원 ↑,264,매우좋음,454,104744,,103840,100010,통역가,매우좋음
금융 및 경영 관련직,"- 투자분석가는 자신의 회사 혹은 회사고객들에게 금융 및 투자자문을 제공하기 위해 금융시장정보를 수집, 분석한다. 
- 매일의 주식 및 채권보고서, 경제예측, 거래량, 금융잡지, 증권편람, 회사재무제표 등과 출판물을 이용하여 회사, 주식, 채권 및 기타 투자에 대한 정보를 수집한다.
- 거시경제 흐름이나 산업별 동향을 분석하고 기업의 경영, 재무여건, 성장가능성 등 투자의 방향성을 제시해준다.
- 회사의 개요, 주식 및 채권가격, 이자율 및 장래 트렌드 등을 조사 분석하며, 특정 유가증권의 본질적 가치에 대한 자료를 수집한다.
- 증권의 안전성, 수익성, 유동성을 분석하고 고객, 연금펀드관리자, 증권 중개인 및 협회에 투자자문 및 권고안을 제공한다.","재정분석가,신용분석가",4천만원 ↑,950,매우좋음,454,104741,,103764,100007,투자분석가(애널리스트),매우좋음
일반운전 관련직,"- 트럭운전기사는 각종 화물을 수송하기 위해 트럭을 운전하는 일을 담당한다. 
- 화물의 운송 목적지를 확인하고 트럭의 엔진오일, 냉각수, 타이어의 공기압력 상태 및 각종 안전장치의 이상여부를 점검한다. 
- 국가간 도로를 이용하여 수하물을 운송하는데 필요한 특수면허 및 기타서류를 구비한다. 
- 목적지에 도착하여 운송한 화물이 안전하게 운송되어왔는지를 확인하고 화물 운송과 관련된 서류를 정리한 다음, 관련 부서에 화물을 인계한다.","화물트럭운전사,트럭운전사",3천만원 ↑,142,보통미만,454,104721,,103874,100014,트럭운전기사,보통미만
인문계 교육 관련직,"- 특수교사는 신체적, 정신적 장애를 겪고 있는 학생에게 효과적으로 장애를 극복하고 사회 구성원으로서 살아갈 수 있도록 지식 및 기능을 가르친다.

- 장애학생의 장애정도, 발달상황 등을 고려하여 적절한 교재와 교육방법을 활용해 학습지도를 한다. 

- 점심식사 및 등하교 지도, 의복 착탈의, 몸단장, 씻기 등 학생들의 생활지도 및 인성지도를 담당한다. 

- 장애에 따라 시각장애, 청각장애, 정신지체, 지체부자유, 정서장애로 구분되며, 학생들이 겪는 어려움에 맞추어 도움을 준다.",특수학교교사,4천만원 ↑,413,매우좋음,454,"104737,104737,104737",,103795,100013,특수교사,보통미만
디자인 관련직,"- 특수효과기술자는 텔레비전이나 영화에서 연출 효과를 높이기 위해 컴퓨터 그래픽 프로그램을 사용하여 다양한 배경과 특수 효과들을 만드는 일을 담당한다.  
- 촬영이 끝난 영화나 텔레비전 필름을 받아, 장면 하나하나를 넘기면서 특수효과를 가공할 부분을 찾는다.  
- 의뢰인과의 협의를 통해 의뢰인이 원하는 특수효과가 무엇인지를 파악하고, 컴퓨터 그래픽 프로그램을 활용하여 현실에서 촬영이 불가능한 액션이나 화면을 구성한다.","컴퓨터그래픽스, 3D아티스트, 오퍼레이터,3D아티스트,오퍼레이터,컴퓨터그래픽스",3천만원 ↑,916,매우좋음,454,"104753,104753",,104067,100016,특수효과기술자,매우좋음
예술기획 관련직,"- 파티플래너는 효과적인 파티진행을 위하여 기획·운영·연출·홍보 등 파티의 전체 과정을 총괄한다.

- 제안서를 제출하고, 의뢰인과 파티의 주제 및 구성에 대해 협의한다. 

- 파티일정 및 장소, 출연자, 예산 등의 세부계획을 세우고, 관련 정보를 수집하여 제작업체를 선정하고, 조명·음향·무대 등의 특수효과와 음식, 파티장 장식 등의 세부계획을 세우고, 공연팀을 섭외한다.

- 직접 파티장의 장식(디스플레이)에 필요한 소품을 구입하고, 초청대상자의 참석여부를 확인하며, 파티당일 사전 준비사항을 점검하여 파티를 진행한다.

- 파티가 끝난 후 마무리하고, 초청자 리스트 등의 결과보고서를 제출한다.","행사기획자,여행상품기획자,회의기획자",3천만원 ↑,1276,보통이상,454,"104755,104755",,103753,100013,파티플래너,매우좋음
기능직,"- 판금원은 철판, 알루미늄, 동, 주석 등과 같은 얇은 금속판을 가공하여 자동차, 선박, 가전제품 등에 사용되는 각종 금속제품을 제작한다. 

- 도면이나 작업 지시서를 검토하여 어떤 제품을 제작해야하는지 파악하고, 제품의 제작 전개도를 그린다. 

- 해머, 측정용 공구, 펀치, 절단기, 컴퓨터 등을 이용하여 얇은 금속판으로 필요한 공작물을 제작한다.

- 금속판을 절단, 절곡, 천공, 조립, 용접하기 위하여 다양한 수공구 및 동력 공구를 기술적으로 사용한다. 

- 완성된 제품의 형태와 치수, 마무리 상태 등을 확인하고 이상이나 결함이 발견되면 수리한다.","금속창호설치원,대차프레임제작반장,보일러제작원,제관반장,차체제작반장,차체판금원,창호제작반장,창호제작원,보일러설치원,판금공,판금공,자동차판금원,항공기판금원",3천만원 ↑,143,보통미만,454,104722,,104008,100004,판금원,좋음
법률 및 사회활동 관련직,"- 판사는 재판을 진행하며, 변호사와 검사의 논쟁, 변호사 및 증인의 진술, 사건증거 등 재판에 관련된 자료들을 검토하고 법률에 근거해 판결을 내린다. 
- 재판과 관련하여 공판기일 진행과 증인의 채택, 증거의 채택방식 및 기타 재판절차를 정하는 일을 한다. 
- 재판이 진행될 때는 변호사와 검사의 논쟁을 경청하고 증인의 진술과 법정에 제출된 증거를 검토하고 추론한다.
- 민사나 형사에서 소송이 제기되면 법률을 적용하여 원고와 피고 사이의 민사 분쟁을 해결하거나 기소된 형사사건의 범죄 여부를 판단한다. 
- 검사의 요청이 있을 때에는 적합성 여부를 판단하여 체포나 구속 영장을 발부하기도 한다.",,4천만원 ↑,414,매우좋음,454,"104759,104759,104759",,103797,100013,판사,매우좋음
디자인 관련직,"- 패션디자이너는 직물, 가죽, 비닐 등 여러 가지 소재로 남성복, 여성복, 아동복, 란제리 등의 옷을 디자인한다.
- 통상 시즌이 시작되기 6개월 전부터 해외의 패션 흐름 등을 분석하고, 유행경향, 재료, 색의 조화 등에 관한 자료를 종합적으로 비교, 분석하여 새로운 의상디자인을 기획한다. 
- 기획된 모든 자료를 기초로 디자인을 설계하고 셈플제작서를 작성하며, 소비자의 성별과 연령에 맞는 새로운 디자인을 도식화(일러스트화)한다.  
- 디자이너가 그린 도식(일러스트)은 옷을 만드는 작업장으로 보내져 견본 의상으로 제작되고, 견본 의상을 입어 보는 피팅 모델을 통해 옷의 착용감 등을 파악한 후 디자인의 수정보완을 거쳐 실제 제작에 들어간다.",의상디자이너,3천만원 ↑,344,매우좋음,454,"104753,104753",,103851,100011,패션디자이너,좋음
디자인 관련직,"- 패션코디네이터는 방송이나 공연의 성격, 연예인의 성격 등을 고려하여 적합한 의상과 장신구 등을 준비하고, 준비한 의상과 장신구들이 잘 조화될 수 있도록 연출하는 일을 담당한다. 
- 드라마나 영화의 등장인물의 성격과 외모를 분석하고, 이를 방송 연출자와 배우와 상의하여 의상 연출 방향을 결정한다. 
- 의상 연출 방향이 결정되면 이에 알맞은 의상이나 악세서리를 구입 또는 대여하며, 필요에 따라서는 직접 의상을 제작하기도 한다. 
- 패션 경향에 대한 정보를 수집분석하고, 고객의 외모나 성격, 직업 등에 적합한 의상이나 장신구 등을 추천하고 연출해준다.","패션어드바이저,샵 매니저,스타일리스트",2천만원 ↑,345,좋음,454,"104753,104753",,103928,100014,패션코디네이터,매우좋음
의복제조 관련직,"- 패턴사는 디자이너의 스케치나 작업지시서에 따라 의류의 패턴 즉, 기본 모형을 제작하는 일을 담당한다. 
- 디자이너의 스케치나 작업지시서를 확인하고, 패턴용지나 컴퓨터 프로그램(CAD)을 이용하여 의류의 패턴을 그린다.   
- 의복의 본을 패턴 용지 위에 제도하고, 패턴라인대로 오려내어 패턴모형을 만든다.
- 의복제작에 사용할 원단재질의 특성을 고려하여 패턴제작에 반영하며, 의복의 치수와 모양 등의 내용을 명시하고 체형이나 크기에 따라 각기 다른 크기의 패턴을 제작하기도 한다. 
- 패턴에 따라 시제품을 제작하고, 패턴과 시제품을 비교하여 패턴을 수정보완한다.","숍마스터,재단사,모델리스트,패턴제작원,매트리스본제조원,옷본 제작원,모자본 제작원,우산본 제작원",3천만원 ↑,295,매우좋음,454,104723,,104044,100005,패턴사,매우좋음
,"- 펄프 및 종이 생산직은 각종 식물성 물질, 섬유, 펄프 등을 가공하여 종이나 판지 등을 생산하는 기계를 조작한다. 
- 작업명세서를 통해 종이 제작에 필요한 식물성 물질, 섬유, 펄프, 약품 등과 장비를 준비한다. 
- 벌목한 나무의 껍질을 벗긴 후에 쇄목기에 넣어 나무를 파쇄하여 죽처럼 만들어서 이것을 정선기에 넣어 펄프에 쓰일 수 있는 것만을 골라 종이형성에 적당한 농도로 농축시킨 후에 표백하고, 약품과 일정한 비율로 배합하여 종이원료를 만든다. 
- 헌 신문이나 잡지, 기타 폐지를 물과 약품에 섞어서 작은 섬유입자로 풀어준 후에 탈묵기에서 폐지 속의 잉크입자를 제거하고, 약품과 일정한 비율로 배합하여 종이원료를 만든다.","제지설비 운전원,건조기조작원,고해기조작원,골판지제조원,닥피증해원,닥피표백원,리와인더조작보조원,리와인더조작원,비터기조작원,석회소성로조작원,솔질원,압착탈수원,와이어조작원,원료투입원,재단기조작원,절단원,정선기조작원,제호설비조작원,조약원,캘린더조작원,탈묵기조작원,프레스기조작원,해리기운전원,쇄목기조작원,농축기조작원,엠보싱기조작원,펄프다이제스터조작원,종이건조기조작원",4천만원 ↑,144,보통미만,454,,,104111,100004,펄프 및 종이 생산직,보통이상
영상 관련직,"- 편집기사는 필름, 비디오테이프 등의 영상을 대본(시나리오)에 맞게 편집하는 일을 담당한다. 
- 대본을 검토하고 드라마나 영화의 분위기, 흐름 등을 파악한다. 
- 대본과 촬영순서에 따라 영상을 관찰하고 편집순서를 검토한 다음, 작품의 극적 또는 오락적인 분위기를 고려하면서 필름을 편집한다.",,3천만원 ↑,346,보통이상,454,104754,,103863,100012,편집기사,매우좋음
작가 관련직,"- 평론가는 미술 전람회, 음악 연주회, 연극 공연, 영화 시사회 등에 참석하거나 TV 방송 프로그램을 보고 이에 대한 감상이나 비평을 작성한다. 

- 예술작품의 주제, 표현, 기술 등의 요인을 분석한 다음, 개인적 지식과 판단, 경험 등을 근거로 작품에 대한 평론서를 작성한다. 

- 작품에 대한 평론을 신문이나 전문 잡지에 기재하거나 방송 인터뷰 등에 응하기도 한다.",,3천만원 ↑,957,매우좋음,454,"104745,104745",,103837,100010,평론가,보통이상
,"- 포장원은 품질 검사가 완료된 제품을 운반하고, 포장기계를 작동하여 제품을 포장하는 일을 담당한다. 
- 제품의 품질검사가 완료되면 제품을 운반하여 수량을 확인한 다음, 포장기계를 조작하여 제품을 포장한다. 
- 포장용기를 손으로 투입하여 기타 부속물을 손으로 삽입한다.
- 포장된 제품의 마크, 부호, 숫자 등을 확인하며 포장 제품의 불량 여부를 검사한다. 
- 완제품을 포장지에 담아, 몇 개씩 묶음으로 포장된 제품을 박스에 담는다.","포장기조작원,밀봉기조작원",2천만원 ↑,1153,매우좋음,454,,,104097,100004,포장원,보통미만
기타 특수 예술직,"- 푸드스타일리스트는 영화, 드라마, 광고 등에 내보낼 음식 관련 장면을 연출하며, 레스토랑의 새로운 메뉴를 개발하거나 요리책이나 잡지 요리코너에 소개할 요리 개발 및 조리법을 작성하는 등의 일을 담당한다. 

- 연출자와 영화, 드라마, 광고에서 내보낼 음식 관련 장면에 대한 분위기를 점검하고 기획한다. 

- 테이블 공간을 연출하고, 조리사가 만든 요리의 특징을 고려하여 어울리는 그릇에 담는다.

- 테이블 주변에 어울리는 소품을 놓고, 전체적인 음식과의 조화가 잘 이루어지는지 확인한다.

- 소비자 시장 조사를 실시하고 조사 결과를 바탕으로 레스토랑의 기존 메뉴를 보완하거나 새로운 메뉴를 추가하거나 잡지나 요리 프로그램의 기획 주제에 적합한 메뉴를 개발하기도 한다. 

- 국내외의 요리, 식기, 인테리어 등의 관련자료를 수집하고 분석한다.","푸드코디네이터,테이블코디네이터,테이블아티스트,테이블데코레이터",3천만원 ↑,177,보통이상,454,"104735,104735",,103950,100005,푸드스타일리스트,보통이상
기타 게임·오락·스포츠 관련직,"- 프로게이머는 각종 컴퓨터게임 대회에 참가하여 게임을 한다.
- 프로게이머는 게임감독, 팀원들과 함께 전략시뮬레이션, 롤플레잉, 액션게임, 온라인게임 등 컴퓨터 게임에 대한 기술 및 전략을 익히고 꾸준히 연습하여 각종 대회에 참가한다.
- 소속회사에서 개발한 새로운 게임소프트웨어에 대한 베타테스트를 하며, 새 게임소프트웨어가 출시되면 시연회와 홍보를 하기도 한다.",게이머,3천만원 ↑,1097,보통미만,454,"104726,104726",,103921,100013,프로게이머,매우좋음
기타 게임·오락·스포츠 관련직,"- 프로바둑기사는 많은 사람들이 바둑을 즐길 수 있도록 바둑의 보급 및 교류 활동과 관련된 일을 담당하며, 바둑 대회에 참가하여 다른 프로 바둑기사와 서로의 바둑실력을 겨룬다. 
- 바둑을 연구하고, 입상과 우승을 목적으로 바둑 대회에 참가하여 다른 바둑기사와 서로의 바둑실력을 겨룬다. 
- 일반인들에게 바둑을 가르치기도 하며, 바둑 경기를 해설하기도 한다.",,3천만원 ↑,415,보통미만,454,"104726,104726",,103921,100013,프로바둑기사,매우좋음
기능직,"- 플라스틱제품제조원은 각종 플라스틱 제품을 제작하기 위해 합성수지, 안료 등의 여러 화학재료를 혼합, 가공하는 기기 및 장치를 조작한다. 

- 작업지시서에 따라 필요한 합성수지, 안료 등의 재료를 준비하여 계량하고, 일정비율로 배합하여 플라스틱 제품 제조기기에 투입한다. 

- 합성수지, 안료 등의 각종 재료를 계량하고 일정비율로 배합하고 제조공정에 따라 다이, 롤러, 금형, 칼, 연마휠 등의 부착물을 장착한다. 

- 재료 및 부품을 공정에 따라 혼합, 사출, 압출, 압착, 주입, 성형, 조립, 마무리하는 각종 기계장치를 조정, 조작한다. 

- 완성된 제품의 치수를 측정하고, 기포, 균열, 뒤틀림 및 기타 결함여부를 검사하고 군더더기를 제거하여 마무리한다.","경화성수지성형기조작원,사출성형기조작원,장난감모델제조원,진공성형기조작원,플라스틱제품제조반장",3천만원 ↑,147,보통미만,454,104722,,104030,100004,플라스틱제품제조원,보통미만
기타 특수 예술직,"- 플로리스트는 꽃, 식물, 화초 등의 화훼류를 여러 가지 목적에 따라 보기 좋게 꾸미는 일을 한다. 
- 화훼가 시들지 않도록 적정 온도와 습도를 갖추어 보관하고, 고객의 요청에 따라 꽃을 포장하여 판매한다.
- 각종 행사장전시나 이벤트를 위해 기능성과 미적 효과가 높은 장식물을 계획하는 것에서부터 디자인, 제작, 그리고 유지와 관리하는 일을 수행한다. 
- 단순히 꽃을 장식하는 것뿐 아니라 꽃 장식품의 경제적 효용 가치를 높이기 위해 꽃의 재배, 유통, 소재에 대한 지식과 더불어 식물의 학명과 꽃의 종류 등에 대한 지식을 습득한다.",아트플라워디자이너,3천만원 ↑,316,매우좋음,454,"104735,104735",,104118,100012,플로리스트,매우좋음
이미용 관련직,"- 피부관리사는 얼굴부터 발끝까지 몸 전체의 피부상태를 건강하고 청결하며 탄력있게 관리한다.
- 고객과의 상담을 통해 피부유형을 파악하고, 고객에게 적합한 피부관리법을 소개한다.
- 피부의 모공관리, 여드름관리, 눈썹관리, 주림 및 피부처짐 방지, 노화방지, 손상된 피부회복 등 고객이 집중적으로 원하는 부분을 개선시키는 프로그램을 계획하고 설명한다.
- 고객의 피부관리 서비스를 수행하면서 피부 유형에 맞는 화장품과 미용기구, 마사지, 팩 등을 이용해 고객의 피부를 청결하게 한다.
- 피부 손질은 마사지와 피부손질방법교육, 기초화장품과 영양 크림을 바르는 것을 포함한다. 얼굴마사지뿐만 아니라 이용자의 요구에 따라 몸 전체 피부를 관리해 주기도 하고 손상된 피부를 회복시켜 주기도 한다.",스킨케어전문가,2천만원 ↑,416,보통미만,454,104725,,103924,100014,피부관리사,매우좋음
교육관련 서비스직,"- 학습지를 받아보는 회원의 가정을 직접 방문하여 일정 시간 동안 회원의 학습을 도와준다. 
- 업무지역이 배정되면 회원 및 회원모와 가정방문 시간을 협의하고, 회원별 학습진도를 계획한다.
- 보통 1주일에 한 번 정도 회원의 가정에 방문하여 학습지를 전달하고, 학습지를 활용하여 한 과목당 약 10여 분간 수업을 진행한다. 
- 과제를 내주고 결과를 검토하며, 회원의 학습정도를 평가하여 학습진도를 계획한다.
- 회원의 학습 성취도에 대해 회원의 부모와 상담을 하기도 하며, 효과적인 학습 방법에 대해 알려준다.","학습지교사,학습지지도교사",2천만원 ↑,1106,,454,"104746,104746",,103780,100013,학습지방문교사,
예술기획 관련직,"- 큐레이터는 박물관이나 미술관에서 관람객을 위해 전시회를 기획하고 작품을 수집하며, 관리를 담당한다.
- 소장품과 관련된 학술적인 연구업무를 수행한다. 
- 관람객들에게 소장품이나 자료에 대한 이해를 돕기 위해 교육프로그램을 개발하고 실행한다. 
- 미술관 큐레이터는 미술 관련 예술작품의 전시를 기획한다. 작품 선정과 수집이 끝나면 미술관의 공간과 작품 수량, 주제를 고려하여 작품을 진열한다. 전시할 작품의 진위 여부를 판단하고 소장 작품인 경우에는 훼손되지 않도록 관리한다.",큐레이터,3천만원 ↑,348,매우좋음,454,"104755,104755",,103841,100011,학예사(큐레이터),좋음
교육관련 서비스직,"- 학원 강사는 다양한 연령층 사람들이 가지고 있는 다양한 교육적 요구를 수용하여 필요로 하는 지식과 기능을 전수하는 일을 담당한다. 
- 각각의 분야에 따라서 기술기능계열, 문리어학계열, 예체능계열의 학원 강사로 나뉘어 각 분야에 대한 지식과 기능을 가르치며 자격증 시험에 대비한 과정을 운영하기도 한다.  
- 수강생들에게 강의할 교재를 만들고 강의를 진행한다.
- 문리·어학계열 학원강사는 학교 교과목, 외국어, 각종 고시과목에 대한 이론과 기술을 강의하고 자격·면허 취득을 위한 전문과목 등을 지도한다. 이들은 각종 시험에 출제되는 교과목 중 하나 또는 그 이상의 과목을 전문으로 가르치고 외국어 교습을 담당한다. 해당 분야로는 논술, 어학, 수학, 과학, 사회, 고시, 검정 등이 있다.
- 예체능계열 학원강사는 수강생들에게 무용, 음악, 미술, 체육 등 예능 분야에 관한 이론과 기능을 가르치며, 주로 실기실습 위주로 강습한다.
- 기술·기능계열은 기계, 자동차, 전기, 전자, 교통, 디자인, 이·미용, 사진, 요리, 양재, 정보통신, 컴퓨터 등 그 분야가 매우 다양하다. 수강생들에게 기본이론, 공구 및 기계의 사용, 안전관리 등에 관하여 설명하고 시범을 보이는등 자격·면허 취득을 위한 전문과목을 지도한다.",,3천만원 ↑,417,매우좋음,454,"104746,104746",,103776,100013,학원강사,매우좋음
의복제조 관련직,"- 한복사는 고객의 요구에 따라 저고리, 치마, 두루마기, 마고자, 버선 등의 한복을 제작한다. 
- 직물의 종류, 색상, 원단의 실용성, 디자인에 관하여 고객과 상의하고, 고객의 치수에 따라 재단하며 명세서에 기록한다.  
- 재단 후 명세서에 따라 실의 색깔을 선택하고 재봉틀을 이용하거나 손바느질로 한복을 완성시킨다. 
- 가위나 칼로 불필요한 실을 제거하고 다림질하며, 단추나 장식물들을 손바느질하여 한복을 완성시킨다. 
- 한복의 옷감에 수를 놓거나 여러 가지 장식을 하기도 하며, 고객의 주문에 따라 한복을 수선하기도 한다.","한복기능사,한복제조원,수의 제조원,개량한복 제조원,승복 제조원,한복 수선원",2천만원 ↑,175,매우좋음,454,104723,,104039,100005,한복사,보통미만
의료관련 전문직,"- 한의사는 한약과 침술 등 한방의료 원리 및 기술을 바탕으로 인체의 질병과 장애를 진료하고 예방한다. 

- 한의사의 진료 방법은 환자의 얼굴색이나 피부 윤기, 혀 등을 눈으로 관찰하는 망진, 환자의 말이나 호흡, 기침 등의 소리를 듣고 하는 청진, 환자의 질병발생 과정 및 증상을 묻는 문진, 맥을 짚어보거나 신체를 눌러보는 절진 등의 방법이 있다.

- 환자의 상태에 따라서 한약재를 처방하여 탕약(湯藥)으로 달이거나 침, 뜸(구), 부항(附缸), 물리치료, 수기요법(手技療法) 등의 치료법을 사용하여 치료한다. 

- 침술을 사용하며, 대개 인체내 기혈의 통로인 경락에 자극을 주기 위하여 피부, 근육 등을 깊게 혹은 얕게 찌른다. 

- 환자의 척추나 경혈부위 등을 손이나 기계를 이용하여 치료하는 추나(推拿), 전통적으로 계승되어 온 민간요법 및 식이요법 등의 치료방법을 사용하며, 냉·온팩을 이용한 찜질 및 다양한 기계를 사용한 물리치료를 한다.",,4천만원 ↑,37,매우좋음,454,"104739,104739",,103811,100001,한의사,매우좋음
