profession,summary,similarJob,salery,jobdicSeq,equalemployment,totalCount,aptd_type_code,prospect,job_ctg_code,job_code,job,possibility
인문 및 사회과학 관련직,"- 심리학연구원은 인간의 행동과 정신적 과정을 과학적이고 체계적 방법을 통해 연구하며 연구 결과를 통해 의학이나 교육, 산업 현장에서 응용할 수 있는 심리학적 지식과 정보 등을 제공한다. 
- 인간과 동물에 관한 실험과 관찰을 계획하고 수행하며, 정신 및 육체적 특징을 측정한다. 
- 형질유전의 결과, 환경 및 개인의 사상과 행동에 관한 기타 요소를 분석한다. 
- 지능·능력적성·인성 및 기타 인간의 행동을 측정하는 검사를 개발하고 시행하며, 그 검사에서 얻은 검사자료를 해석하여 적당하다고 인정되는 의견을 권유한다. 
- 의학, 교육, 산업 현장에서 나타날 수 있는 다양한 인간의 심리학적 문제를 연구하고 해결 방안에 대한 심리학적 지식과 정보를 제공한다.","교육심리학자,발달심리학자,사회심리학자,산업심리학자,상담심리학자,실험심리학자,심리학자",3천만원 ↑,20,매우좋음,454,"104742,104742",,103788,100001,심리학연구원,보통이상
언어 관련 전문직,"- 아나운서는 라디오와 텔레비전 방송을 통하여 각종 정보를 전달하고 프로그램을 진행한다. 
- 방송직전에 미리 이야기해야 할 내용이 적혀있는 대본을 여러 번 읽고 무엇에 관한 내용인가를 파악하고 방송진행 중에 쉽게 알아 볼 수 있도록 표시를 해둔다. 
- 사건,사고에 관련된 사람과 면담을 하고 원인, 진행과정, 결과 등을 상세히 보도하며, 공적인 인물과 인터뷰를 하기도 한다. 
- 앵커는 준비된 뉴스를 발표하고 취재기자와 연결하여 현장의 상황을 전달하며, 스포츠캐스터는 운동경기를 현지에서 중계하거나 녹화방송을 한다. 뉴스캐스터는 사건, 사고에 관련된 사람과 면담을 하고 원인, 진행과정, 결과 등을 상세히 보도한다. 기상캐스터는 날씨정보를 보도하고,  교양·오락 프로그램 사회자(MC)는 퀴즈 프로그램, 토론프로그램 등을 진행하거나 의식이나 행사를 중계방송한다. 라디오의 경우 아나운서는 뉴스나 스포츠, 날씨뿐 아니라 음악프로를 진행하기도 한다.",뉴스앵커,4천만원 ↑,271,보통미만,454,104744,,103859,100010,아나운서,보통이상
이공계 교육 관련직,"- IT교육강사는 수강생들에게 컴퓨터의 정보처리 기술 및 기타 컴퓨터 프로그램을 능숙하게 활용하기 위한 방법과 이론 등에 대해 가르친다. 
- 정보통신학원 또는 컴퓨터 학원에서 각종 컴퓨터 프로그램을 능숙하게 활용하기 위한 방법 등에 대한 이론과 실기 실습을 병행하여 가르친다.  
- 학생들에게 강의할 교재를 만들고 강의를 진행하며 학생들에게 취업 및 진로 상담을 담당하기도 한다.","컴퓨터학원강사,컴퓨터교육강사,정보통신학원강사",3천만원 ↑,475,매우좋음,454,"104738,104738",,103777,100013,아이티(IT)교육강사,매우좋음
영업관련 서비스직,"- IT기술영업원은 정보통신 제품에 대한 전문적 지식을 활용하여 고객에게 적합한 제품을 소개하고, 제품을 판매하는 일을 담당한다. 
- 고객에게 제품의 기능 및 성능, 활용 방법 등에 대해 조언하며 기존 시스템과 향후 업그레이드될 기술 관련 문제에 대하여 상담한다. 
- 고객의 필요 및 구매 능력을 파악하여 적합한 제품이나 서비스를 추천하고 판매 계약서를 작성한다.  제품이나 서비스의 판매 후, 문제가 발생했을 경우에는 그에 대한 지속적인 서비스를 제공한다.  
- 영업 관련 사업계획서 및 사업기술서를 작성하고, 영업 관련 세미나 전시 기획, 광고 및 홍보 업무를 총괄한다.","정보통신기술영업원,정보통신기술세일즈맨",3천만원 ↑,474,보통미만,454,104751,,103889,100015,아이티(IT)기술영업원,매우좋음
악기 관련직,"- 악기수리원 및 조율사는 각종 악기의 파손된 부위를 수리하거나 조율한다. 여기서 조율이란 각 악기가 고유한 음을 내도록 관련 장치를 사용하여 음높이를 맞추는 작업을 말한다.
- 악기수리원은 파손된 부위를 확인하기 위해 악기를 연주하거나 소리를 점검한 후, 결함이 있는 부분을 수리하고 결함이 있는 부품은 제거하거나 교체한다. 
- 사포나 광택제를 이용하여 악기의 표면을 연마하며, 수리 후 자동튜너기, 음파측정기 등을 사용하여 악기를 조율한다.
- 악기마다 제조 방법과 조율 방법이 다르므로 이에 대한 지식을 습득하고 구분하여 작업한다. 
- 조율사들은 음률을 조정하는 조율, 악기의 조정(수리), 음색을 바로 잡는 정음 등의 작업을 담당한다. 피아노의 경우 조율작업은 현을 감싸고 있는 튜닝 핀을 해머로 돌려 일정한 현의 진동수를 만들어 바른 음계와 음률을 갖게 하는 것이며 조정 작업은 건반의 높이와 깊이를 조정하는 것이며, 정음 작업은 피아노 해머의 탄력조절을 하는 작업이다.",피아노조율사,3천만원 ↑,347,매우좋음,454,104731,,104120,100012,악기수리원 및 조율사,매우좋음
악기 관련직,"- 악기제조원은 피아노, 바이올린 등의 각종 악기를 제조하거나 고객의 요청에 따라 악기의 소리를 조율하는 일을 담당한다. 
- 악기설계도면이나 작업 명세서를 통해 제작할 악기형태를 파악하고, 필요한 재료 및 공구를 준비하여 악기를 제작한다.  
- 제작이 완성된 악기의 품질이나 이상 여부를 검사하며, 고객의 요청에 따라 악기의 소리를 조율하기도 한다.",,3천만원 ↑,318,매우좋음,454,104731,,104120,100012,악기제조원,매우좋음
보건의료 관련 서비스직,"- 안경사는 고객에게 안경과 콘텍트렌즈를 처방하고 맞추어 주며 시력 보조기구의 사용법을 알려준다.
- 정확한 눈의 도수 및 난시 검사, 안질환 등을 확인한 후에 교정도수를 결정하고, 고객에게 적합한 안경 렌즈나 콘택트렌즈를 선별하고, 고객에게 시력이나 눈의 상태에 대하여 설명해 준다.
- 고객의 얼굴형태, 눈의 크기, 두 눈동자간의 거리, 각막의 두께 및 코의 높이 등을 측정하여 고객의 얼굴에 가장 알맞은 크기와 모양의 안경테를 추천해 준다. 
- 고객의 교정도수를 정확하게 검출하여 손상된 나쁜 시력을 교정해주고 안경 또는 콘택트렌즈의 세척 및 착용 방법, 시력 보호를 위한 눈 관리 방법에 대하여 설명해 준다.
- 고객의 시력을 검사하고 안경, 콘택트렌즈 또는 기타 시력증진을 위한 처방을 하며 의학적 치료가 요구되는 경우는 안과의사의 치료를 권고한다.",,3천만원 ↑,21,매우좋음,454,104749,,103819,100002,안경사,매우좋음
,"- 안마사는 손이나 기구를 이용하여 환자나 고객의 근육을 두드리거나 주물러서 혈액순환을 원활히 하고 육체피로를 경감시키는 일을 한다. 
- 의사의 지시나 고객의 요구에 따라 증기열, 건조열, 자외선, 적외선, 물 등을 이용하여 마사지를 한다. 
- 체중감량이나 치료를 목적으로 하는 교정운동과 신체운동 등 여러 가지 요법을 병행한다.
- 고객에게 제공한 마사지 및 기타 요법을 기록하고, 운동경기 중 선수의 부상을 예방하기 위해 적절한 조치를 취한다.","마사지사,스포츠마사지사",2천만원 ↑,1107,보통미만,454,,,103823,100013,안마사,보통미만
무용 관련직,"- 안무가는 무대, 영화, 텔레비전 등의 공연을 위해 공연의 주제에 맞춰 춤을 고안하고, 무용수들에게 춤을 가르치는 일을 담당한다. 
- 리듬과 액센트가 담긴 동작으로 표현하려고 하는 이미지를 감정을 곁들어 춤으로 구성한다. 
- 춤이 효과를 나타낼 수 있도록 무용가나 백댄서를 연습시키고 지도한다. 
- 무용을 연구하고 개발하며, 의상, 음악, 무대, 기술, 조명 등에 관한 전문적인 지식을 활용하여 무대공연을 지휘한다.  
- 특수한 역할을 맡을 수 있는 무용가나 백댄서를 선택하거나 자신이 직접 춤을 추기도 한다.",,3천만원 ↑,966,매우좋음,454,104719,,103847,100011,안무가,보통이상
,"- 압연원은 금속재료를 회전하는 2개의 롤(roll)사이로 통과시켜 여러 형태로 금속재료를 가공하는 일을 담당한다. 
- 압연 과정과 관련된 장치를 운전하여, 금속재료를 원하는 치수와 형상, 기계적 성질을 갖춘 제품으로 가공한다.  
- 압연 과정을 거쳐 생산된 제품이 적절하게 가공되었는지를 검사한다.","강판압연원,냉각압연반장,냉간압연원,냉간압연입측원,냉간압연출측원,분괴압연원,사상압연원,선재압연원,열간압연반장,열간압연보조원,열간압연원,조압연원,핀치롤운전원,후판압연원",3천만원 ↑,100,보통미만,454,,,104019,100004,압연원,보통미만
예술기획 관련직,"- 애니메이션기획자는 애니메이션의 제작에 필요한 각종 업무를 기획하고 조정하는 일을 한다.  
- 다양한 자료를 읽거나 조사하여 애니메이션 작품의 새로운 소재를 발굴하고, 애니메이션의 주제 및 내용방향 등을 결정한다. 
- 제작에 필요한 인력, 비용, 소요기간 등에 대한 예산을 기획하고, 기타 제반 사항들을 조정하며 감독과 제작인력 등을 섭외한다. 
- 각 장면에 따라 출연자에게 분위기, 동작 등을 설명하고 지도한다. 
- 애니메이션의 제작이 완성되면, 애니메이션의 홍보 및 마케팅, 배급 등에 대한 사항들을 기획하고 그에 따라 실행한다.","애니기획자, 애니메이션 프로듀서, 애니메이션 감독,애니기획자,애니메이션 프로듀서,애니메이션 감독",3천만원 ↑,920,매우좋음,454,104755,,104067,100011,애니메이션기획자,매우좋음
작가 관련직,"- 애니메이션작가는 애니메이션의 전체적인 내용전개와 뼈대를 구성하고 이에 따라 콘티(스토리전개도) 작업을 한다.  
- 다양한 자료를 읽거나 조사하고, 애니메이션 시장의 동향을 파악하여 새로운 작품 소재를 발굴한다. 
- 작품의 주제와 전체적인 내용 전개에 맞게 캐릭터의 대사와 대본을 만드는 작업을 수행한다.","작가, 스토리작가,작가,스토리작가",3천만원 ↑,922,매우좋음,454,"104745,104745",,103845,100011,애니메이션작가,매우좋음
웹·게임·애니메이션 관련직,"- 애니메이터는 보통 애니메이션 작품의 기획에서부터 창작, 연출, 디자인, 채색, 촬영, 편집 등 제작의 전 분야의 일을 담당한다.  
- 시장 조사를 실시하여 애니메이션의 소재와 주제를 결정하고, 애니메이션의 제작에 필요한 인력들을 섭외한다. 
- 시나리오를 작성하고 문장으로 이루어진 시나리오를 구체적인 그림과 기호로 전체적인 설계도를 만드는 콘티를 만든다. 
- 캐릭터를 설정하고 캐릭터의 형태, 질감, 성격, 행동방식, 부착물, 몸의 구조를 디자인하기 위하여 물체를 삼차원의 수치정보로 바꾸어 입력시키는 모델링을 한다. 
- 등장인물이 살아 움직일 수 있도록 하는 애니메이팅, 성우의 더빙작업, 음악 및 음향효과작업, 편집 작업 등의 작업을 지휘하고 스토리 전개도에 따라 작품을 완성한다.",,2천만원 ↑,441,매우좋음,454,"104733,104733",,103845,100011,애니메이터,매우좋음
자연친화 관련직,"- 애완동물미용사는 애완동물의 미용과 청결을 담당한다.
- 고객과 상담을 통해 커팅모양, 장식모양 등을 결정하고, 건강 상태와 털 상태를 검사한다. 
- 애완동물의 청결과 건강관리를 위해 털을 다듬고 빗질하기, 목욕시키기, 귀 청소, 눈, 귀, 발톱 손질 등의 기본미용(그루밍; grooming)을 한다.
- 또한 애완동물의 미용을 위해 털을 깎고, 발바닥, 발등, 항문 주위, 배 주위의 털을 뽑거나 짧게 깎아 주는 전신미용(트리밍; trimming) 작업을 한다. 
- 미용기구를 정돈하고 작업장을 정리하며 정기적으로 애완동물의 미용 일을 고객에게 체크해 주는 사후 관리업무도 한다.",애견미용사,2천만원 ↑,319,매우좋음,454,104756,,103925,100012,애완동물미용사,매우좋음
의료관련 전문직,"- 약사는 의사의 처방전이나 공인된 조제 방법에 의해 약을 조제하고, 환자나 보호자를 대상으로 질병치료와 건강 유지에 대한 상담을 한다.
- 한약사는 한약 및 한약제제의 생산, 제조, 조제, 유통, 수치, 가공, 연구, 투약, 판매 등을 담당한다. 
- 약국에서 근무하는 약사는 환자가 제시한 의사의 처방전이 이상이 없는지 확인한 후 약물의 무게와 양을 측정하여 조제하여 준다. 
- 환자에게 조제된 약에 대해 설명해 주고, 복용 시 주의사항 및 부작용 위험 등을 설명하면서 투여경로, 투여량, 투여간격 등의 복용방법을 확인시켜 준다. 
- 환자의 약력을 기록하고, 보험청구 업무를 하며, 약품의 반·출입을 관리하고, 변질이 의심되는 의약품은 냉동 및 기타 방법으로 저장·보관한다. 
- 제약회사에서 근무하는 경우 질병을 예방·진단하고 치료하기 위해 새로운 의약품을 연구하여 개발하고, 약품의 효능을 재평가하거나 부작용을 연구한다. 
- 공공기관이나 연구원 등에서 근무하는 경우 새로운 화학물질이나 식품첨가물, 화장품, 농약 등의 독성 및 안전성 평가 등을 통해 사용여부를 판단할 수 있는 기준을 제공하며, 마약이나 독약, 부정의약품 등의 성분을 분석하여 감식하는 업무를 한다.",,4천만원 ↑,23,매우좋음,454,"104739,104739",,103813,100001,약사 및 한약사,보통미만
